timestamp,world_price_usd_ounce
2009-12-03,1134.724
2009-12-04,1134.724
2009-12-05,1134.724
2009-12-06,1134.724
2009-12-07,1134.724
2009-12-08,1134.724
2009-12-09,1134.724
2009-12-10,1134.724
2009-12-11,1134.724
2009-12-12,1134.724
2009-12-13,1134.724
2009-12-14,1134.724
2009-12-15,1134.724
2009-12-16,1134.724
2009-12-17,1134.724
2009-12-18,1134.724
2009-12-19,1134.724
2009-12-20,1134.724
2009-12-21,1134.724
2009-12-22,1134.724
2009-12-23,1134.724
2009-12-24,1134.724
2009-12-25,1134.724
2009-12-26,1134.724
2009-12-27,1134.724
2009-12-28,1134.724
2009-12-29,1134.724
2009-12-30,1134.724
2009-12-31,1134.724
2010-01-01,1117.963
2010-01-02,1117.963
2010-01-03,1117.963
2010-01-04,1117.963
2010-01-05,1117.963
2010-01-06,1117.963
2010-01-07,1117.963
2010-01-08,1117.963
2010-01-09,1117.963
2010-01-10,1117.963
2010-01-11,1117.963
2010-01-12,1117.963
2010-01-13,1117.963
2010-01-14,1117.963
2010-01-15,1117.963
2010-01-16,1117.963
2010-01-17,1117.963
2010-01-18,1117.963
2010-01-19,1117.963
2010-01-20,1117.963
2010-01-21,1117.963
2010-01-22,1117.963
2010-01-23,1117.963
2010-01-24,1117.963
2010-01-25,1117.963
2010-01-26,1117.963
2010-01-27,1117.963
2010-01-28,1117.963
2010-01-29,1117.963
2010-01-30,1117.963
2010-01-31,1117.963
2010-02-01,1095.413
2010-02-02,1095.413
2010-02-03,1095.413
2010-02-04,1095.413
2010-02-05,1095.413
2010-02-06,1095.413
2010-02-07,1095.413
2010-02-08,1095.413
2010-02-09,1095.413
2010-02-10,1095.413
2010-02-11,1095.413
2010-02-12,1095.413
2010-02-13,1095.413
2010-02-14,1095.413
2010-02-15,1095.413
2010-02-16,1095.413
2010-02-17,1095.413
2010-02-18,1095.413
2010-02-19,1095.413
2010-02-20,1095.413
2010-02-21,1095.413
2010-02-22,1095.413
2010-02-23,1095.413
2010-02-24,1095.413
2010-02-25,1095.413
2010-02-26,1095.413
2010-02-27,1095.413
2010-02-28,1095.413
2010-03-01,1113.337
2010-03-02,1113.337
2010-03-03,1113.337
2010-03-04,1113.337
2010-03-05,1113.337
2010-03-06,1113.337
2010-03-07,1113.337
2010-03-08,1113.337
2010-03-09,1113.337
2010-03-10,1113.337
2010-03-11,1113.337
2010-03-12,1113.337
2010-03-13,1113.337
2010-03-14,1113.337
2010-03-15,1113.337
2010-03-16,1113.337
2010-03-17,1113.337
2010-03-18,1113.337
2010-03-19,1113.337
2010-03-20,1113.337
2010-03-21,1113.337
2010-03-22,1113.337
2010-03-23,1113.337
2010-03-24,1113.337
2010-03-25,1113.337
2010-03-26,1113.337
2010-03-27,1113.337
2010-03-28,1113.337
2010-03-29,1113.337
2010-03-30,1113.337
2010-03-31,1113.337
2010-04-01,1148.688
2010-04-02,1148.688
2010-04-03,1148.688
2010-04-04,1148.688
2010-04-05,1148.688
2010-04-06,1148.688
2010-04-07,1148.688
2010-04-08,1148.688
2010-04-09,1148.688
2010-04-10,1148.688
2010-04-11,1148.688
2010-04-12,1148.688
2010-04-13,1148.688
2010-04-14,1148.688
2010-04-15,1148.688
2010-04-16,1148.688
2010-04-17,1148.688
2010-04-18,1148.688
2010-04-19,1148.688
2010-04-20,1148.688
2010-04-21,1148.688
2010-04-22,1148.688
2010-04-23,1148.688
2010-04-24,1148.688
2010-04-25,1148.688
2010-04-26,1148.688
2010-04-27,1148.688
2010-04-28,1148.688
2010-04-29,1148.688
2010-04-30,1148.688
2010-05-01,1205.434
2010-05-02,1205.434
2010-05-03,1205.434
2010-05-04,1205.434
2010-05-05,1205.434
2010-05-06,1205.434
2010-05-07,1205.434
2010-05-08,1205.434
2010-05-09,1205.434
2010-05-10,1205.434
2010-05-11,1205.434
2010-05-12,1205.434
2010-05-13,1205.434
2010-05-14,1205.434
2010-05-15,1205.434
2010-05-16,1205.434
2010-05-17,1205.434
2010-05-18,1205.434
2010-05-19,1205.434
2010-05-20,1205.434
2010-05-21,1205.434
2010-05-22,1205.434
2010-05-23,1205.434
2010-05-24,1205.434
2010-05-25,1205.434
2010-05-26,1205.434
2010-05-27,1205.434
2010-05-28,1205.434
2010-05-29,1205.434
2010-05-30,1205.434
2010-05-31,1205.434
2010-06-01,1232.92
2010-06-02,1232.92
2010-06-03,1232.92
2010-06-04,1232.92
2010-06-05,1232.92
2010-06-06,1232.92
2010-06-07,1232.92
2010-06-08,1232.92
2010-06-09,1232.92
2010-06-10,1232.92
2010-06-11,1232.92
2010-06-12,1232.92
2010-06-13,1232.92
2010-06-14,1232.92
2010-06-15,1232.92
2010-06-16,1232.92
2010-06-17,1232.92
2010-06-18,1232.92
2010-06-19,1232.92
2010-06-20,1232.92
2010-06-21,1232.92
2010-06-22,1232.92
2010-06-23,1232.92
2010-06-24,1232.92
2010-06-25,1232.92
2010-06-26,1232.92
2010-06-27,1232.92
2010-06-28,1232.92
2010-06-29,1232.92
2010-06-30,1232.92
2010-07-01,1192.966
2010-07-02,1192.966
2010-07-03,1192.966
2010-07-04,1192.966
2010-07-05,1192.966
2010-07-06,1192.966
2010-07-07,1192.966
2010-07-08,1192.966
2010-07-09,1192.966
2010-07-10,1192.966
2010-07-11,1192.966
2010-07-12,1192.966
2010-07-13,1192.966
2010-07-14,1192.966
2010-07-15,1192.966
2010-07-16,1192.966
2010-07-17,1192.966
2010-07-18,1192.966
2010-07-19,1192.966
2010-07-20,1192.966
2010-07-21,1192.966
2010-07-22,1192.966
2010-07-23,1192.966
2010-07-24,1192.966
2010-07-25,1192.966
2010-07-26,1192.966
2010-07-27,1192.966
2010-07-28,1192.966
2010-07-29,1192.966
2010-07-30,1192.966
2010-07-31,1192.966
2010-08-01,1215.81
2010-08-02,1215.81
2010-08-03,1215.81
2010-08-04,1215.81
2010-08-05,1215.81
2010-08-06,1215.81
2010-08-07,1215.81
2010-08-08,1215.81
2010-08-09,1215.81
2010-08-10,1215.81
2010-08-11,1215.81
2010-08-12,1215.81
2010-08-13,1215.81
2010-08-14,1215.81
2010-08-15,1215.81
2010-08-16,1215.81
2010-08-17,1215.81
2010-08-18,1215.81
2010-08-19,1215.81
2010-08-20,1215.81
2010-08-21,1215.81
2010-08-22,1215.81
2010-08-23,1215.81
2010-08-24,1215.81
2010-08-25,1215.81
2010-08-26,1215.81
2010-08-27,1215.81
2010-08-28,1215.81
2010-08-29,1215.81
2010-08-30,1215.81
2010-08-31,1215.81
2010-09-01,1270.977
2010-09-02,1270.977
2010-09-03,1270.977
2010-09-04,1270.977
2010-09-05,1270.977
2010-09-06,1270.977
2010-09-07,1270.977
2010-09-08,1270.977
2010-09-09,1270.977
2010-09-10,1270.977
2010-09-11,1270.977
2010-09-12,1270.977
2010-09-13,1270.977
2010-09-14,1270.977
2010-09-15,1270.977
2010-09-16,1270.977
2010-09-17,1270.977
2010-09-18,1270.977
2010-09-19,1270.977
2010-09-20,1270.977
2010-09-21,1270.977
2010-09-22,1270.977
2010-09-23,1270.977
2010-09-24,1270.977
2010-09-25,1270.977
2010-09-26,1270.977
2010-09-27,1270.977
2010-09-28,1270.977
2010-09-29,1270.977
2010-09-30,1270.977
2010-10-01,1342.024
2010-10-02,1342.024
2010-10-03,1342.024
2010-10-04,1342.024
2010-10-05,1342.024
2010-10-06,1342.024
2010-10-07,1342.024
2010-10-08,1342.024
2010-10-09,1342.024
2010-10-10,1342.024
2010-10-11,1342.024
2010-10-12,1342.024
2010-10-13,1342.024
2010-10-14,1342.024
2010-10-15,1342.024
2010-10-16,1342.024
2010-10-17,1342.024
2010-10-18,1342.024
2010-10-19,1342.024
2010-10-20,1342.024
2010-10-21,1342.024
2010-10-22,1342.024
2010-10-23,1342.024
2010-10-24,1342.024
2010-10-25,1342.024
2010-10-26,1342.024
2010-10-27,1342.024
2010-10-28,1342.024
2010-10-29,1342.024
2010-10-30,1342.024
2010-10-31,1342.024
2010-11-01,1369.886
2010-11-02,1369.886
2010-11-03,1369.886
2010-11-04,1369.886
2010-11-05,1369.886
2010-11-06,1369.886
2010-11-07,1369.886
2010-11-08,1369.886
2010-11-09,1369.886
2010-11-10,1369.886
2010-11-11,1369.886
2010-11-12,1369.886
2010-11-13,1369.886
2010-11-14,1369.886
2010-11-15,1369.886
2010-11-16,1369.886
2010-11-17,1369.886
2010-11-18,1369.886
2010-11-19,1369.886
2010-11-20,1369.886
2010-11-21,1369.886
2010-11-22,1369.886
2010-11-23,1369.886
2010-11-24,1369.886
2010-11-25,1369.886
2010-11-26,1369.886
2010-11-27,1369.886
2010-11-28,1369.886
2010-11-29,1369.886
2010-11-30,1369.886
2010-12-01,1390.553
2010-12-02,1390.553
2010-12-03,1390.553
2010-12-04,1390.553
2010-12-05,1390.553
2010-12-06,1390.553
2010-12-07,1390.553
2010-12-08,1390.553
2010-12-09,1390.553
2010-12-10,1390.553
2010-12-11,1390.553
2010-12-12,1390.553
2010-12-13,1390.553
2010-12-14,1390.553
2010-12-15,1390.553
2010-12-16,1390.553
2010-12-17,1390.553
2010-12-18,1390.553
2010-12-19,1390.553
2010-12-20,1390.553
2010-12-21,1390.553
2010-12-22,1390.553
2010-12-23,1390.553
2010-12-24,1390.553
2010-12-25,1390.553
2010-12-26,1390.553
2010-12-27,1390.553
2010-12-28,1390.553
2010-12-29,1390.553
2010-12-30,1390.553
2010-12-31,1390.553
2011-01-01,1360.46
2011-01-02,1360.46
2011-01-03,1360.46
2011-01-04,1360.46
2011-01-05,1360.46
2011-01-06,1360.46
2011-01-07,1360.46
2011-01-08,1360.46
2011-01-09,1360.46
2011-01-10,1360.46
2011-01-11,1360.46
2011-01-12,1360.46
2011-01-13,1360.46
2011-01-14,1360.46
2011-01-15,1360.46
2011-01-16,1360.46
2011-01-17,1360.46
2011-01-18,1360.46
2011-01-19,1360.46
2011-01-20,1360.46
2011-01-21,1360.46
2011-01-22,1360.46
2011-01-23,1360.46
2011-01-24,1360.46
2011-01-25,1360.46
2011-01-26,1360.46
2011-01-27,1360.46
2011-01-28,1360.46
2011-01-29,1360.46
2011-01-30,1360.46
2011-01-31,1360.46
2011-02-01,1374.68
2011-02-02,1374.68
2011-02-03,1374.68
2011-02-04,1374.68
2011-02-05,1374.68
2011-02-06,1374.68
2011-02-07,1374.68
2011-02-08,1374.68
2011-02-09,1374.68
2011-02-10,1374.68
2011-02-11,1374.68
2011-02-12,1374.68
2011-02-13,1374.68
2011-02-14,1374.68
2011-02-15,1374.68
2011-02-16,1374.68
2011-02-17,1374.68
2011-02-18,1374.68
2011-02-19,1374.68
2011-02-20,1374.68
2011-02-21,1374.68
2011-02-22,1374.68
2011-02-23,1374.68
2011-02-24,1374.68
2011-02-25,1374.68
2011-02-26,1374.68
2011-02-27,1374.68
2011-02-28,1374.68
2011-03-01,1423.26
2011-03-02,1423.26
2011-03-03,1423.26
2011-03-04,1423.26
2011-03-05,1423.26
2011-03-06,1423.26
2011-03-07,1423.26
2011-03-08,1423.26
2011-03-09,1423.26
2011-03-10,1423.26
2011-03-11,1423.26
2011-03-12,1423.26
2011-03-13,1423.26
2011-03-14,1423.26
2011-03-15,1423.26
2011-03-16,1423.26
2011-03-17,1423.26
2011-03-18,1423.26
2011-03-19,1423.26
2011-03-20,1423.26
2011-03-21,1423.26
2011-03-22,1423.26
2011-03-23,1423.26
2011-03-24,1423.26
2011-03-25,1423.26
2011-03-26,1423.26
2011-03-27,1423.26
2011-03-28,1423.26
2011-03-29,1423.26
2011-03-30,1423.26
2011-03-31,1423.26
2011-04-01,1480.89
2011-04-02,1480.89
2011-04-03,1480.89
2011-04-04,1480.89
2011-04-05,1480.89
2011-04-06,1480.89
2011-04-07,1480.89
2011-04-08,1480.89
2011-04-09,1480.89
2011-04-10,1480.89
2011-04-11,1480.89
2011-04-12,1480.89
2011-04-13,1480.89
2011-04-14,1480.89
2011-04-15,1480.89
2011-04-16,1480.89
2011-04-17,1480.89
2011-04-18,1480.89
2011-04-19,1480.89
2011-04-20,1480.89
2011-04-21,1480.89
2011-04-22,1480.89
2011-04-23,1480.89
2011-04-24,1480.89
2011-04-25,1480.89
2011-04-26,1480.89
2011-04-27,1480.89
2011-04-28,1480.89
2011-04-29,1480.89
2011-04-30,1480.89
2011-05-01,1512.58
2011-05-02,1512.58
2011-05-03,1512.58
2011-05-04,1512.58
2011-05-05,1512.58
2011-05-06,1512.58
2011-05-07,1512.58
2011-05-08,1512.58
2011-05-09,1512.58
2011-05-10,1512.58
2011-05-11,1512.58
2011-05-12,1512.58
2011-05-13,1512.58
2011-05-14,1512.58
2011-05-15,1512.58
2011-05-16,1512.58
2011-05-17,1512.58
2011-05-18,1512.58
2011-05-19,1512.58
2011-05-20,1512.58
2011-05-21,1512.58
2011-05-22,1512.58
2011-05-23,1512.58
2011-05-24,1512.58
2011-05-25,1512.58
2011-05-26,1512.58
2011-05-27,1512.58
2011-05-28,1512.58
2011-05-29,1512.58
2011-05-30,1512.58
2011-05-31,1512.58
2011-06-01,1529.36
2011-06-02,1529.36
2011-06-03,1529.36
2011-06-04,1529.36
2011-06-05,1529.36
2011-06-06,1529.36
2011-06-07,1529.36
2011-06-08,1529.36
2011-06-09,1529.36
2011-06-10,1529.36
2011-06-11,1529.36
2011-06-12,1529.36
2011-06-13,1529.36
2011-06-14,1529.36
2011-06-15,1529.36
2011-06-16,1529.36
2011-06-17,1529.36
2011-06-18,1529.36
2011-06-19,1529.36
2011-06-20,1529.36
2011-06-21,1529.36
2011-06-22,1529.36
2011-06-23,1529.36
2011-06-24,1529.36
2011-06-25,1529.36
2011-06-26,1529.36
2011-06-27,1529.36
2011-06-28,1529.36
2011-06-29,1529.36
2011-06-30,1529.36
2011-07-01,1572.75
2011-07-02,1572.75
2011-07-03,1572.75
2011-07-04,1572.75
2011-07-05,1572.75
2011-07-06,1572.75
2011-07-07,1572.75
2011-07-08,1572.75
2011-07-09,1572.75
2011-07-10,1572.75
2011-07-11,1572.75
2011-07-12,1572.75
2011-07-13,1572.75
2011-07-14,1572.75
2011-07-15,1572.75
2011-07-16,1572.75
2011-07-17,1572.75
2011-07-18,1572.75
2011-07-19,1572.75
2011-07-20,1572.75
2011-07-21,1572.75
2011-07-22,1572.75
2011-07-23,1572.75
2011-07-24,1572.75
2011-07-25,1572.75
2011-07-26,1572.75
2011-07-27,1572.75
2011-07-28,1572.75
2011-07-29,1572.75
2011-07-30,1572.75
2011-07-31,1572.75
2011-08-01,1759.01
2011-08-02,1759.01
2011-08-03,1759.01
2011-08-04,1759.01
2011-08-05,1759.01
2011-08-06,1759.01
2011-08-07,1759.01
2011-08-08,1759.01
2011-08-09,1759.01
2011-08-10,1759.01
2011-08-11,1759.01
2011-08-12,1759.01
2011-08-13,1759.01
2011-08-14,1759.01
2011-08-15,1759.01
2011-08-16,1759.01
2011-08-17,1759.01
2011-08-18,1759.01
2011-08-19,1759.01
2011-08-20,1759.01
2011-08-21,1759.01
2011-08-22,1759.01
2011-08-23,1759.01
2011-08-24,1759.01
2011-08-25,1759.01
2011-08-26,1759.01
2011-08-27,1759.01
2011-08-28,1759.01
2011-08-29,1759.01
2011-08-30,1759.01
2011-08-31,1759.01
2011-09-01,1772.14
2011-09-02,1772.14
2011-09-03,1772.14
2011-09-04,1772.14
2011-09-05,1772.14
2011-09-06,1772.14
2011-09-07,1772.14
2011-09-08,1772.14
2011-09-09,1772.14
2011-09-10,1772.14
2011-09-11,1772.14
2011-09-12,1772.14
2011-09-13,1772.14
2011-09-14,1772.14
2011-09-15,1772.14
2011-09-16,1772.14
2011-09-17,1772.14
2011-09-18,1772.14
2011-09-19,1772.14
2011-09-20,1772.14
2011-09-21,1772.14
2011-09-22,1772.14
2011-09-23,1772.14
2011-09-24,1772.14
2011-09-25,1772.14
2011-09-26,1772.14
2011-09-27,1772.14
2011-09-28,1772.14
2011-09-29,1772.14
2011-09-30,1772.14
2011-10-01,1666.43
2011-10-02,1666.43
2011-10-03,1666.43
2011-10-04,1666.43
2011-10-05,1666.43
2011-10-06,1666.43
2011-10-07,1666.43
2011-10-08,1666.43
2011-10-09,1666.43
2011-10-10,1666.43
2011-10-11,1666.43
2011-10-12,1666.43
2011-10-13,1666.43
2011-10-14,1666.43
2011-10-15,1666.43
2011-10-16,1666.43
2011-10-17,1666.43
2011-10-18,1666.43
2011-10-19,1666.43
2011-10-20,1666.43
2011-10-21,1666.43
2011-10-22,1666.43
2011-10-23,1666.43
2011-10-24,1666.43
2011-10-25,1666.43
2011-10-26,1666.43
2011-10-27,1666.43
2011-10-28,1666.43
2011-10-29,1666.43
2011-10-30,1666.43
2011-10-31,1666.43
2011-11-01,1739.0
2011-11-02,1739.0
2011-11-03,1739.0
2011-11-04,1739.0
2011-11-05,1739.0
2011-11-06,1739.0
2011-11-07,1739.0
2011-11-08,1739.0
2011-11-09,1739.0
2011-11-10,1739.0
2011-11-11,1739.0
2011-11-12,1739.0
2011-11-13,1739.0
2011-11-14,1739.0
2011-11-15,1739.0
2011-11-16,1739.0
2011-11-17,1739.0
2011-11-18,1739.0
2011-11-19,1739.0
2011-11-20,1739.0
2011-11-21,1739.0
2011-11-22,1739.0
2011-11-23,1739.0
2011-11-24,1739.0
2011-11-25,1739.0
2011-11-26,1739.0
2011-11-27,1739.0
2011-11-28,1739.0
2011-11-29,1739.0
2011-11-30,1739.0
2011-12-01,1639.97
2011-12-02,1639.97
2011-12-03,1639.97
2011-12-04,1639.97
2011-12-05,1639.97
2011-12-06,1639.97
2011-12-07,1639.97
2011-12-08,1639.97
2011-12-09,1639.97
2011-12-10,1639.97
2011-12-11,1639.97
2011-12-12,1639.97
2011-12-13,1639.97
2011-12-14,1639.97
2011-12-15,1639.97
2011-12-16,1639.97
2011-12-17,1639.97
2011-12-18,1639.97
2011-12-19,1639.97
2011-12-20,1639.97
2011-12-21,1639.97
2011-12-22,1639.97
2011-12-23,1639.97
2011-12-24,1639.97
2011-12-25,1639.97
2011-12-26,1639.97
2011-12-27,1639.97
2011-12-28,1639.97
2011-12-29,1639.97
2011-12-30,1639.97
2011-12-31,1639.97
2012-01-01,1654.05
2012-01-02,1654.05
2012-01-03,1654.05
2012-01-04,1654.05
2012-01-05,1654.05
2012-01-06,1654.05
2012-01-07,1654.05
2012-01-08,1654.05
2012-01-09,1654.05
2012-01-10,1654.05
2012-01-11,1654.05
2012-01-12,1654.05
2012-01-13,1654.05
2012-01-14,1654.05
2012-01-15,1654.05
2012-01-16,1654.05
2012-01-17,1654.05
2012-01-18,1654.05
2012-01-19,1654.05
2012-01-20,1654.05
2012-01-21,1654.05
2012-01-22,1654.05
2012-01-23,1654.05
2012-01-24,1654.05
2012-01-25,1654.05
2012-01-26,1654.05
2012-01-27,1654.05
2012-01-28,1654.05
2012-01-29,1654.05
2012-01-30,1654.05
2012-01-31,1654.05
2012-02-01,1744.82
2012-02-02,1744.82
2012-02-03,1744.82
2012-02-04,1744.82
2012-02-05,1744.82
2012-02-06,1744.82
2012-02-07,1744.82
2012-02-08,1744.82
2012-02-09,1744.82
2012-02-10,1744.82
2012-02-11,1744.82
2012-02-12,1744.82
2012-02-13,1744.82
2012-02-14,1744.82
2012-02-15,1744.82
2012-02-16,1744.82
2012-02-17,1744.82
2012-02-18,1744.82
2012-02-19,1744.82
2012-02-20,1744.82
2012-02-21,1744.82
2012-02-22,1744.82
2012-02-23,1744.82
2012-02-24,1744.82
2012-02-25,1744.82
2012-02-26,1744.82
2012-02-27,1744.82
2012-02-28,1744.82
2012-02-29,1744.82
2012-03-01,1675.95
2012-03-02,1675.95
2012-03-03,1675.95
2012-03-04,1675.95
2012-03-05,1675.95
2012-03-06,1675.95
2012-03-07,1675.95
2012-03-08,1675.95
2012-03-09,1675.95
2012-03-10,1675.95
2012-03-11,1675.95
2012-03-12,1675.95
2012-03-13,1675.95
2012-03-14,1675.95
2012-03-15,1675.95
2012-03-16,1675.95
2012-03-17,1675.95
2012-03-18,1675.95
2012-03-19,1675.95
2012-03-20,1675.95
2012-03-21,1675.95
2012-03-22,1675.95
2012-03-23,1675.95
2012-03-24,1675.95
2012-03-25,1675.95
2012-03-26,1675.95
2012-03-27,1675.95
2012-03-28,1675.95
2012-03-29,1675.95
2012-03-30,1675.95
2012-03-31,1675.95
2012-04-01,1649.2
2012-04-02,1649.2
2012-04-03,1649.2
2012-04-04,1649.2
2012-04-05,1649.2
2012-04-06,1649.2
2012-04-07,1649.2
2012-04-08,1649.2
2012-04-09,1649.2
2012-04-10,1649.2
2012-04-11,1649.2
2012-04-12,1649.2
2012-04-13,1649.2
2012-04-14,1649.2
2012-04-15,1649.2
2012-04-16,1649.2
2012-04-17,1649.2
2012-04-18,1649.2
2012-04-19,1649.2
2012-04-20,1649.2
2012-04-21,1649.2
2012-04-22,1649.2
2012-04-23,1649.2
2012-04-24,1649.2
2012-04-25,1649.2
2012-04-26,1649.2
2012-04-27,1649.2
2012-04-28,1649.2
2012-04-29,1649.2
2012-04-30,1649.2
2012-05-01,1589.04
2012-05-02,1589.04
2012-05-03,1589.04
2012-05-04,1589.04
2012-05-05,1589.04
2012-05-06,1589.04
2012-05-07,1589.04
2012-05-08,1589.04
2012-05-09,1589.04
2012-05-10,1589.04
2012-05-11,1589.04
2012-05-12,1589.04
2012-05-13,1589.04
2012-05-14,1589.04
2012-05-15,1589.04
2012-05-16,1589.04
2012-05-17,1589.04
2012-05-18,1589.04
2012-05-19,1589.04
2012-05-20,1589.04
2012-05-21,1589.04
2012-05-22,1589.04
2012-05-23,1589.04
2012-05-24,1589.04
2012-05-25,1589.04
2012-05-26,1589.04
2012-05-27,1589.04
2012-05-28,1589.04
2012-05-29,1589.04
2012-05-30,1589.04
2012-05-31,1589.04
2012-06-01,1598.76
2012-06-02,1598.76
2012-06-03,1598.76
2012-06-04,1598.76
2012-06-05,1598.76
2012-06-06,1598.76
2012-06-07,1598.76
2012-06-08,1598.76
2012-06-09,1598.76
2012-06-10,1598.76
2012-06-11,1598.76
2012-06-12,1598.76
2012-06-13,1598.76
2012-06-14,1598.76
2012-06-15,1598.76
2012-06-16,1598.76
2012-06-17,1598.76
2012-06-18,1598.76
2012-06-19,1598.76
2012-06-20,1598.76
2012-06-21,1598.76
2012-06-22,1598.76
2012-06-23,1598.76
2012-06-24,1598.76
2012-06-25,1598.76
2012-06-26,1598.76
2012-06-27,1598.76
2012-06-28,1598.76
2012-06-29,1598.76
2012-06-30,1598.76
2012-07-01,1594.29
2012-07-02,1594.29
2012-07-03,1594.29
2012-07-04,1594.29
2012-07-05,1594.29
2012-07-06,1594.29
2012-07-07,1594.29
2012-07-08,1594.29
2012-07-09,1594.29
2012-07-10,1594.29
2012-07-11,1594.29
2012-07-12,1594.29
2012-07-13,1594.29
2012-07-14,1594.29
2012-07-15,1594.29
2012-07-16,1594.29
2012-07-17,1594.29
2012-07-18,1594.29
2012-07-19,1594.29
2012-07-20,1594.29
2012-07-21,1594.29
2012-07-22,1594.29
2012-07-23,1594.29
2012-07-24,1594.29
2012-07-25,1594.29
2012-07-26,1594.29
2012-07-27,1594.29
2012-07-28,1594.29
2012-07-29,1594.29
2012-07-30,1594.29
2012-07-31,1594.29
2012-08-01,1630.31
2012-08-02,1630.31
2012-08-03,1630.31
2012-08-04,1630.31
2012-08-05,1630.31
2012-08-06,1630.31
2012-08-07,1630.31
2012-08-08,1630.31
2012-08-09,1630.31
2012-08-10,1630.31
2012-08-11,1630.31
2012-08-12,1630.31
2012-08-13,1630.31
2012-08-14,1630.31
2012-08-15,1630.31
2012-08-16,1630.31
2012-08-17,1630.31
2012-08-18,1630.31
2012-08-19,1630.31
2012-08-20,1630.31
2012-08-21,1630.31
2012-08-22,1630.31
2012-08-23,1630.31
2012-08-24,1630.31
2012-08-25,1630.31
2012-08-26,1630.31
2012-08-27,1630.31
2012-08-28,1630.31
2012-08-29,1630.31
2012-08-30,1630.31
2012-08-31,1630.31
2012-09-01,1744.81
2012-09-02,1744.81
2012-09-03,1744.81
2012-09-04,1744.81
2012-09-05,1744.81
2012-09-06,1744.81
2012-09-07,1744.81
2012-09-08,1744.81
2012-09-09,1744.81
2012-09-10,1744.81
2012-09-11,1744.81
2012-09-12,1744.81
2012-09-13,1744.81
2012-09-14,1744.81
2012-09-15,1744.81
2012-09-16,1744.81
2012-09-17,1744.81
2012-09-18,1744.81
2012-09-19,1744.81
2012-09-20,1744.81
2012-09-21,1744.81
2012-09-22,1744.81
2012-09-23,1744.81
2012-09-24,1744.81
2012-09-25,1744.81
2012-09-26,1744.81
2012-09-27,1744.81
2012-09-28,1744.81
2012-09-29,1744.81
2012-09-30,1744.81
2012-10-01,1746.58
2012-10-02,1746.58
2012-10-03,1746.58
2012-10-04,1746.58
2012-10-05,1746.58
2012-10-06,1746.58
2012-10-07,1746.58
2012-10-08,1746.58
2012-10-09,1746.58
2012-10-10,1746.58
2012-10-11,1746.58
2012-10-12,1746.58
